50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,10
50,8,10
50,8,10
50,8,10
50,8,10
50,8,10
50,8,5
50,8,5
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,12
50,8,12
50,8,12
50,8,12
50,8,10
50,8,10
50,8,5
50,8,5
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,10
50,8,10
50,8,10
50,8,10
50,8,10
50,8,10
50,8,5
50,8,5
50,8,7
50,8,7
50,8,7
50,8,7
50,8,5
50,8,5
50,8,5
50,8,5
50,8,5
50,8,5
50,8,5
50,8,5
50,8,5
50,8,5
50,8,1
50,8,1
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,7
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,3
50,8,9
50,8,9
50,8,9
50,8,9
50,8,9
50,8,9
50,8,11
50,8,11
50,8,11
50,8,11
50,8,11
50,8,11
